row,column,coefficient,observation,variance
2672,362,-5.476751191,0.083968367,0.0001
2720,362,18.60989902,2.075058598,0.0001
2724,362,-6.910372469,-6.251744334,0.0001
2726,362,-6.222775358,-6.251753589,0.0001
4360,362,1,-2.156391868,0.0001
181,363,8.235197233,10.05222404,0.0001
2621,363,-8.235197233,-0.917404861,0.0001
2642,363,-11.67815018,2.127453823,0.0001
2721,363,19.91334741,2.127349482,0.0001
4361,363,1,2.127634203,0.0001
167,364,8.071676487,-2.849311556,0.0001
201,364,-11.02900629,0.63523005,0.0001
2614,364,-8.071676487,-9.005122086,0.0001
2667,364,-30.20235578,-9.005074325,0.0001
2722,364,49.30303856,-3.452760152,0.0001
4362,364,1,-0.280692434,0.0001
159,365,92.16589862,-0.074908955,0.0001
228,365,-19.79805979,7.382134526,0.0001
231,365,-19.10584639,1.242125409,0.0001
264,365,37.72161449,-1.131697274,0.0001
2609,365,-92.16589862,0.61344616,0.0001
2666,365,-19.10584639,-6.10E-06,0.0001
2709,365,-37.72161449,-4.477797485,0.0001
2723,365,168.7914193,0.891558621,0.0001
4363,365,1,0.772356126,0.0001
229,366,-5.764685536,0.891557192,0.0001
234,366,8.941344778,-3.410398701,0.0001
266,366,-6.910372469,-0.330888495,0.0001
2665,366,-5.764685536,1.216579876,0.0001
2670,366,-8.941344778,1.216621506,0.0001
2720,366,-6.910372469,1.184566428,0.0001
2724,366,21.61640278,1.184760083,0.0001
4364,366,1,-6.13E-05,0.0001
168,367,9.319664492,-4.338065461,0.0001
268,367,-9.166743056,-7.396427683,0.0001
2614,367,-9.319664492,-2.091127572,0.0001
2725,367,-9.166743056,-0.28440055,0.0001
4365,367,1,-0.141658676,0.0001
265,368,-9.683354314,-4.193333592,0.0001
268,368,9.166743056,2.124043404,0.0001
2714,368,-9.683354314,-0.0001705,0.0001
2725,368,18.85009737,1.977759494,0.0001
4366,368,1,1.977872854,0.0001
162,369,14.00756408,1.977736538,0.0001
165,369,-11.14702932,-1.015970433,0.0001
261,369,-7.642338556,-0.330087207,0.0001
2612,369,-14.00756408,-3.395285496,0.0001
2613,369,-11.14702932,-2.607356729,0.0001
2705,369,-7.642338556,-2.607456324,0.0001
4367,369,1,-2.607209759,0.0001
170,370,6.810597289,-5.219725836,0.0001
267,370,-6.222775358,-0.000111196,0.0001
2615,370,-6.810597289,-1.942057769,0.0001
2720,370,-6.222775358,-1.942163515,0.0001
2726,370,13.03337265,0.000139969,0.0001
4368,370,1,-5.02E-05,0.0001
196,371,14.74708745,8.80E-05,0.0001
256,371,-11.92037192,0.572354039,0.0001
2634,371,-14.74708745,0.572443335,0.0001
2695,371,-11.92037192,0.572497039,0.0001
4369,371,1,-1.922606363,0.0001
236,372,-5.32793436,-1.922784709,0.0001
258,372,7.517666516,-4.693217138,0.0001
2703,372,-7.517666516,-1.923663608,0.0001
2727,372,12.84560088,-6.461155802,0.0001
4370,372,1,-1.494591376,0.0001
269,373,12.80573697,-5.454775262,0.0001
270,373,-18.4706317,1.312828804,0.0001
271,373,-11.07665042,1.058900686,0.0001
2728,373,60.82365078,1.312991193,0.0001
2804,373,-36.94126339,1.312908044,0.0001
4371,373,1,-1.606486058,0.0001
272,374,-30.72196621,-1.60640603,0.0001
2729,374,63.29953184,4.773190249,0.0001
2730,374,-15.91089897,3.289180838,0.0001
2738,374,-16.66666667,3.289121603,0.0001
4372,374,1,-1.490875816,0.0001
273,375,-8.816009874,0.413687003,0.0001
274,375,-8.801267383,0.010274075,0.0001
2729,375,-15.91089897,0.224900557,0.0001
2730,375,33.52817622,-0.000237159,0.0001
2742,375,-8.816009874,0.079720781,0.0001
2811,375,-8.801267383,0.305298231,0.0001
4373,375,1,-5.522202649,0.0001
275,376,23.02025783,0.603260162,0.0001
2731,376,31.51932293,1.206615712,0.0001
2736,376,-8.499065103,-0.496139867,0.0001
2874,376,-23.02025783,2.936282944,0.0001
4374,376,1,-1.940454489,0.0001
276,377,47.86979416,-1.94043298,0.0001
277,377,47.82400765,-6.860162043,0.0001
2732,377,121.3875325,-6.84E-05,0.0001
2747,377,-47.86979416,3.228722489,0.0001
2816,377,-47.82400765,-1.51E-06,0.0001
4375,377,1,2.194050069,0.0001
278,378,12.85016705,-2.850576753,0.0001
279,378,-15.14004542,-2.850680371,0.0001
280,378,19.12411551,-0.377412731,0.0001
2733,378,47.11432798,-3.573764073,0.0001
3354,378,-12.85016705,0.71444234,0.0001
3386,378,-15.14004542,0.714393232,0.0001
4376,378,1,0.714289117,0.0001
281,379,-28.58776444,-1.651065864,0.0001
282,379,-28.58776444,-0.607896252,0.0001
283,379,-49.21259843,-1.321879894,0.0001
1898,379,-14.40092166,-0.761051632,0.0001
2734,379,184.402569,-2.882319827,0.0001
2735,379,-28.80184332,-2.882080075,0.0001
2836,379,-57.17552887,-2.881970513,0.0001
2846,379,-98.42519685,-2.217122843,0.0001
4377,379,1,1.778990938,0.0001
1898,380,14.40092166,5.523131083,0.0001
2734,380,-28.80184332,5.52288872,0.0001
2735,380,28.80184332,-1.492148268,0.0001
4378,380,1,-2.620056978,0.0001
284,381,7.34484025,-2.620170105,0.0001
2731,381,-8.499065103,-5.121845556,0.0001
2736,381,15.84390535,-1.813486516,0.0001
2863,381,-7.34484025,-1.81359461,0.0001
4379,381,1,-2.475301254,0.0001
285,382,8.967001435,2.971675336,0.0001
2804,382,-7.046223224,1.828212857,0.0001
2815,382,-12.85181853,1.828175747,0.0001
2852,382,-8.967001435,-1.739389805,0.0001
4380,382,1,-1.739274138,0.0001
286,383,-15.59332606,-8.028872604,0.0001
287,383,56.05381166,0.589791369,0.0001
2737,383,82.42183872,1.069611277,0.0001
2791,383,-10.774701,-0.000239116,0.0001
2807,383,-15.59332606,-1.71367518,0.0001
2816,383,-56.05381166,-1.713688011,0.0001
4381,383,1,0.072107653,0.0001
221,384,6.145526057,0.045108066,0.0001
288,384,8.385041087,0.072134238,0.0001
1899,384,-27.49518834,-5.73E-05,0.0001
1900,384,-27.49518834,-0.000119749,0.0001
2651,384,-6.145526057,0.083821844,0.0001
2729,384,-16.66666667,-1.932861312,0.0001
2738,384,86.18761049,-1.847074113,0.0001
2739,384,-54.99037668,-1.847301464,0.0001
2822,384,-8.385041087,-4.037261311,0.0001
4382,384,1,0.626689795,0.0001
289,385,-4.707433037,0.626702146,0.0001
1899,385,27.49518834,0.626997614,0.0001
1900,385,27.49518834,-1.893702583,0.0001
2738,385,-54.99037668,-2.069287106,0.0001
2739,385,59.69780972,2.465542909,0.0001
2866,385,-4.707433037,2.465723028,0.0001
4383,385,1,2.465604445,0.0001
290,386,13.56116084,-1.021492312,0.0001
2743,386,-13.56116084,0.071352022,0.0001
2813,386,-14.10437236,-0.446867606,0.0001
4384,386,1,-0.446904057,0.0001
291,387,-66.00660066,-1.520190802,0.0001
292,387,39.51007507,-2.071311934,0.0001
293,387,29.18855809,-2.760070133,0.0001
2740,387,200.7118345,-2.259183574,0.0001
2785,387,-132.0132013,-2.258897285,0.0001
2817,387,-29.18855809,-3.010355617,0.0001
4385,387,1,-1.217905859,0.0001
294,388,16.37465204,-0.886139289,0.0001
295,388,-15.24157903,-0.886123477,0.0001
2741,388,31.61623107,0.062180365,0.0001
2753,388,-16.37465204,-5.286196341,0.0001
2833,388,-15.24157903,1.625382099,0.0001
4386,388,1,1.625537053,0.0001
2775,389,-31.86743149,1.625389323,0.0001
2815,389,-20.19386107,-2.383250969,0.0001
4387,389,1,-2.383335738,0.0001
296,390,-9.136592051,-5.42E-05,0.0001
297,390,-9.136592051,-0.331317547,0.0001
298,390,27.95638803,0.472895717,0.0001
299,390,-34.34065934,0.945440647,0.0001
300,390,-34.34065934,-3.99E-05,0.0001
2817,390,-27.95638803,-1.090317801,0.0001
2834,390,-68.68131868,0.290930125,0.0001
4388,390,1,0.074896397,0.0001
301,391,23.26122354,0.075006709,0.0001
2791,391,-18.76524676,-4.48E-05,0.0001
2848,391,-23.26122354,-2.209488374,0.0001
4389,391,1,-3.032995045,0.0001
273,392,8.816009874,-2.984863608,0.0001
302,392,-9.637625289,-2.984815874,0.0001
2730,392,-8.816009874,-1.946199959,0.0001
2742,392,18.45363516,-1.946265121,0.0001
2865,392,-9.637625289,1.879464024,0.0001
4390,392,1,1.879169201,0.0001
290,393,-13.56116084,-0.993162752,0.0001
303,393,-9.853187506,-4.929751376,0.0001
2743,393,23.41434834,-3.048821846,0.0001
3354,393,-9.853187506,-3.048684481,0.0001
4391,393,1,-1.087225581,0.0001
304,394,-16.73920321,0.67078227,0.0001
305,394,-18.56665429,0.670868792,0.0001
1901,394,-22.33638597,0.670919112,0.0001
1902,394,-15.01952538,0.831904457,0.0001
1903,394,-15.01952538,-0.576000756,0.0001
2744,394,87.68129424,-0.887016303,0.0001
2745,394,-22.33638597,-9.189122283,0.0001
2746,394,-30.03905077,1.599048851,0.0001
2822,394,-16.73920321,1.655089877,0.0001
3465,394,-18.56665429,1.655284663,0.0001
4392,394,1,-1.789282171,0.0001
1901,395,22.33638597,-2.0089226,0.0001
2744,395,-22.33638597,-1.642218805,0.0001
2745,395,72.81594175,-0.469906833,0.0001
2813,395,-50.47955578,-7.020937994,0.0001
4393,395,1,1.495782104,0.0001
1902,396,15.01952538,0.508597402,0.0001
1903,396,15.01952538,0.508546955,0.0001
2744,396,-30.03905077,1.95462608,0.0001
2746,396,30.03905077,1.954640949,0.0001
4394,396,1,1.954511943,0.0001
276,397,-47.86979416,1.954586305,0.0001
306,397,53.10674456,-2.240620446,0.0001
307,397,53.10674456,-2.240653892,0.0001
2732,397,-47.86979416,0.000104582,0.0001
2747,397,154.0832833,0.000183352,0.0001
2790,397,-106.2134891,-8.554974615,0.0001
4395,397,1,-8.554943929,0.0001
308,398,48.8997555,-3.94205803,0.0001
309,398,338.9830508,-3.942362424,0.0001
310,398,338.9830508,-3.942345444,0.0001
1904,398,-22.38137869,-3.942158185,0.0001
1905,398,-25.3164557,-6.202804271,0.0001
2748,398,-44.76275739,0.162564056,0.0001
2749,398,-75.94936709,2.059777732,0.0001
3568,398,-48.8997555,2.05977316,0.0001
3750,398,-677.9661017,2.059817056,0.0001
4396,398,1,2.059847566,0.0001
311,399,-71.0732054,3.79650401,0.0001
1904,399,22.38137869,0.58814803,0.0001
2748,399,128.7225607,0.58856902,0.0001
3458,399,-12.88659794,0.5883829,0.0001
3751,399,-71.0732054,-1.961756646,0.0001
4397,399,1,-1.961598456,0.0001
1905,400,25.3164557,0.101627698,0.0001
2749,400,75.94936709,-1.098202754,0.0001
4398,400,1,-2.566369012,0.0001
312,401,5.546927002,-2.566324076,0.0001
2750,401,16.68278446,-2.566361651,0.0001
2758,401,-5.546927002,-8.394087197,0.0001
2831,401,-11.13585746,1.103072391,0.0001
4399,401,1,1.102928229,0.0001
313,402,-11.62115049,1.103070845,0.0001
2827,402,-11.62115049,1.10297593,0.0001
4400,402,1,0.87472848,0.0001
314,403,62.5,0.874700872,0.0001
315,403,14.59002043,-2.983408297,0.0001
316,403,14.59002043,-2.983581197,0.0001
317,403,60.67961165,-2.983599271,0.0001
2751,403,152.3596525,-2.139647286,0.0001
2802,403,-62.5,-3.560791058,0.0001
2831,403,-29.18004085,-3.561028805,0.0001
2868,403,-60.67961165,-1.886686194,0.0001
4401,403,1,-1.887019418,0.0001
318,404,9.719117504,-1.387548098,0.0001
2732,404,-25.69373073,-1.387667734,0.0001
2838,404,-9.719117504,-8.2110123,0.0001
4402,404,1,-8.210963577,0.0001
319,405,-47.64173416,0.068765037,0.0001
320,405,16.82935039,0.478790874,0.0001
2834,405,-16.82935039,-0.000143819,0.0001
4403,405,1,0.349119441,0.0001
321,406,-6.495193557,0.074846904,0.0001
2752,406,13.42808319,2.303026719,0.0001
2823,406,-6.495193557,-4.769714658,0.0001
2867,406,-6.932889628,-4.769703888,0.0001
4404,406,1,-4.769670852,0.0001
294,407,-16.37465204,-4.769885818,0.0001
322,407,17.08233686,-1.69037464,0.0001
323,407,-14.13427562,-1.690167564,0.0001
2741,407,-16.37465204,-5.675461813,0.0001
2753,407,47.59126452,-7.27E-05,0.0001
2766,407,-17.08233686,7.628850007,0.0001
2800,407,-14.13427562,1.780122469,0.0001
4405,407,1,1.780021051,0.0001
324,408,-15.24157903,-0.788353459,0.0001
2754,408,38.80880728,-6.737264375,0.0001
2766,408,-15.24157903,-2.317668141,0.0001
2819,408,-10.70549192,-2.317689916,0.0001
4406,408,1,-1.772961497,0.0001
325,409,-446.4285714,-1.375395258,0.0001
326,409,12.56913022,-6.764728402,0.0001
327,409,12.56913022,-6.764535076,0.0001
328,409,12.56913022,3.037594466,0.0001
1906,409,-34.83106931,0.903976717,0.0001
2755,409,1000.226672,0.903984734,0.0001
2778,409,-892.8571429,0.904056889,0.0001
2835,409,-37.70739065,-2.97937288,0.0001
4407,409,1,-2.979153332,0.0001
269,410,-12.80573697,-0.233901037,0.0001
329,410,-104.4932079,-0.720281301,0.0001
330,410,-104.4932079,6.40E-05,0.0001
331,410,-104.4932079,-0.000253611,0.0001
332,410,-31.38731952,-1.143239084,0.0001
333,410,-31.38731952,8.23E-05,0.0001
1906,410,34.83106931,0.212067288,0.0001
2728,410,-12.80573697,0.424628649,0.0001
2755,410,-69.66213863,-4.076105784,0.0001
2779,410,-313.4796238,0.964090072,0.0001
2783,410,-94.16195857,4.20E-05,0.0001
4408,410,1,0.964235017,0.0001
334,411,-50.73566717,1.92818872,0.0001
335,411,-50.73566717,-1.026386921,0.0001
1907,411,-28.20078962,-1.714899378,0.0001
1908,411,-28.20078962,0.378413264,0.0001
2756,411,186.0737032,-0.818743611,0.0001
2757,411,-84.60236887,-3.123123231,0.0001
2778,411,-101.4713343,1.378328693,0.0001
4409,411,1,-2.584434323,0.0001
336,412,-49.62779156,-2.584284682,0.0001
337,412,-49.62779156,-6.115669381,0.0001
338,412,-51.94805195,-1.10510074,0.0001
339,412,-51.94805195,-1.104982222,0.0001
1907,412,28.20078962,-6.942596199,0.0001
1908,412,28.20078962,-6.942690087,0.0001
2756,412,-84.60236887,3.129411246,0.0001
2757,412,287.7540559,3.129683395,0.0001
2790,412,-99.25558313,3.129525534,0.0001
2807,412,-103.8961039,5.910510215,0.0001
4410,412,1,5.91028566,0.0001
312,413,-5.546927002,0.16252214,0.0001
340,413,18.42299189,2.245905332,0.0001
2750,413,-5.546927002,2.245818893,0.0001
2758,413,23.9699189,2.245725171,0.0001
4411,413,1,1.024197887,0.0001
341,414,55.43237251,-2.400959541,0.0001
342,414,-7.198905766,-5.894665184,0.0001
1909,414,-6.188501764,-5.894609319,0.0001
1910,414,-10.92060719,1.069721627,0.0001
2759,414,83.80873547,1.069749575,0.0001
2760,414,-4.068348251,1.069786603,0.0001
2761,414,-10.92060719,1.069928901,0.0001
2863,414,-7.198905766,1.069670599,0.0001
4412,414,1,1.831542844,0.0001
1909,415,6.188501764,1.831627428,0.0001
2759,415,-6.188501764,1.831487871,0.0001
4413,415,1,1.831611948,0.0001
2759,416,-4.068348251,-2.243553387,0.0001
2760,416,4.068348251,-2.243475362,0.0001
4414,416,1,-2.542936819,0.0001
1910,417,10.92060719,-1.061497936,0.0001
2759,417,-10.92060719,-2.099226234,0.0001
2761,417,10.92060719,-2.09920235,0.0001
4415,417,1,-2.09908365,0.0001
343,418,42.88164666,-0.147456871,0.0001
344,418,42.88164666,-1.205826902,0.0001
2838,418,-35.91954023,-1.205905747,0.0001
2839,418,-85.76329331,-5.792437479,0.0001
4416,418,1,-1.680546352,0.0001
345,419,-24.67308167,-1.680614224,0.0001
346,419,37.83579266,-1.680685746,0.0001
1911,419,-12.55965838,-0.772225198,0.0001
2762,419,125.4639837,-1.697099832,0.0001
2763,419,-25.11931675,-1.696857943,0.0001
2789,419,-24.67308167,-2.04990633,0.0001
4417,419,1,-2.050004936,0.0001
1911,420,12.55965838,-1.896724896,0.0001
2762,420,-25.11931675,-2.33E-05,0.0001
2763,420,25.11931675,0.000120521,0.0001
4418,420,1,0.000137456,0.0001
296,421,9.136592051,1.00E-05,0.0001
297,421,9.136592051,-1.990177466,0.0001
347,421,-11.26633619,-4.436549572,0.0001
1912,421,-5.924521595,1.721890677,0.0001
2764,421,-5.924521595,-5.46E-05,0.0001
2820,421,-11.26633619,1.721941554,0.0001
4419,421,1,-6.49E-05,0.0001
1912,422,5.924521595,0.000175833,0.0001
2764,422,5.924521595,-2.372272223,0.0001
4420,422,1,0.093107182,0.0001
348,423,16.09528408,5.96E-05,0.0001
349,423,16.09528408,-0.695531484,0.0001
350,423,6.764526821,9.223357553,0.0001
2765,423,45.71962181,-0.539595655,0.0001
2836,423,-32.19056816,-2.13932296,0.0001
2869,423,-13.52905364,-2.139276312,0.0001
4421,423,1,2.342501586,0.0001
322,424,-17.08233686,2.34254727,0.0001
324,424,15.24157903,2.342715261,0.0001
2753,424,-17.08233686,-1.892347431,0.0001
2754,424,-15.24157903,8.952096199,0.0001
2766,424,32.32391589,-0.38345258,0.0001
4422,424,1,-0.383441496,0.0001
351,425,20.03606492,-1.69770425,0.0001
352,425,38.8048118,-0.622160417,0.0001
2767,425,162.0786782,0.854925779,0.0001
2782,425,-64.43298969,-8.61E-05,0.0001
2808,425,-20.03606492,-2.90E-06,0.0001
2829,425,-77.60962359,2.275148015,0.0001
4423,425,1,-1.172637098,0.0001
1913,426,-30.64664419,-2.666625926,0.0001
1914,426,-17.14383679,6.581626611,0.0001
1915,426,-20.26342452,6.581681366,0.0001
1916,426,-11.8807176,6.58152068,0.0001
1917,426,-17.40947075,-1.520615909,0.0001
1918,426,-13.9275766,-1.789703895,0.0001
1919,426,-17.1203561,-1.103833153,0.0001
2768,426,293.3521392,-1.078656365,0.0001
2769,426,-30.64664419,-3.636622432,0.0001
2770,426,-20.26342452,-1.140571753,0.0001
2771,426,-13.9275766,-1.140574809,0.0001
2772,426,-17.1203561,-0.208000203,0.0001
2842,426,-77.7000777,-8.35E-06,0.0001
2859,426,-87.2600349,1.49E-06,0.0001
4424,426,1,0.257211037,0.0001
353,427,-57.20823799,4.77E-05,0.0001
354,427,-57.20823799,0.618541407,0.0001
355,427,25.4841998,0.099561602,0.0001
356,427,25.4841998,-0.029757383,0.0001
1913,427,30.64664419,-0.292328991,0.0001
2768,427,-30.64664419,-0.022146106,0.0001
2769,427,196.0315198,-0.18348912,0.0001
2829,427,-50.96839959,-0.000800629,0.0001
4425,427,1,-0.61775881,0.0001
1914,428,17.14383679,-7.68E-05,0.0001
2768,428,-17.14383679,-0.630346068,0.0001
4426,428,1,9.79E-05,0.0001
1915,429,20.26342452,-1.0121278,0.0001
2768,429,-20.26342452,-0.100144964,0.0001
2770,429,20.26342452,-0.831918672,0.0001
4427,429,1,-0.246052098,0.0001
1916,430,11.8807176,2.084853501,0.0001
2768,430,-11.8807176,-0.000109508,0.0001
4428,430,1,0.67489723,0.0001
1917,431,17.40947075,-0.136100226,0.0001
2768,431,-17.40947075,-1.022252387,0.0001
4429,431,1,6.50E-05,0.0001
1918,432,13.9275766,1.106246286,0.0001
2768,432,-13.9275766,-0.443583954,0.0001
2771,432,13.9275766,-0.000203206,0.0001
4430,432,1,0.000114572,0.0001
1919,433,17.1203561,0.441124619,0.0001
2768,433,-17.1203561,-0.146825686,0.0001
2772,433,17.1203561,-0.985605201,0.0001
4431,433,1,-0.110801855,0.0001
319,434,47.64173416,5.87E-05,0.0001
357,434,-42.08754209,0.000122806,0.0001
358,434,15.4822728,0.891566265,0.0001
359,434,15.4822728,0.89154084,0.0001
360,434,24.89419965,0.891419868,0.0001
361,434,24.89419965,-5.56E-05,0.0001
1920,434,-5.2227503,-0.149841324,0.0001
2773,434,-5.2227503,-0.039965668,0.0001
2800,434,-30.9645456,-4.75E-05,0.0001
2805,434,-49.7883993,-1.61E-05,0.0001
4432,434,1,-0.134551265,0.0001
1920,435,5.2227503,9.08E-05,0.0001
2773,435,5.2227503,0.000176836,0.0001
4433,435,1,6.74E-06,0.0001
362,436,17.25030188,-6.38E-05,0.0001
363,436,48.94762604,1.068875259,0.0001
364,436,48.94762604,-1.015525164,0.0001
2774,436,115.145554,1.203646177,0.0001
2776,436,-17.25030188,1.915870438,0.0001
2807,436,-97.89525208,1.91594604,0.0001
4434,436,1,1.916066716,0.0001
365,437,-30.35822708,1.915987527,0.0001
366,437,-30.35822708,-6.49E-05,0.0001
2775,437,165.2791153,0.952349313,0.0001
2809,437,-42.33700254,0.952337715,0.0001
4435,437,1,3.16E-05,0.0001
362,438,-17.25030188,0.866194732,0.0001
367,438,12.09482342,-0.213019067,0.0001
2774,438,-17.25030188,-0.396668826,0.0001
2776,438,47.34692548,-0.009110056,0.0001
2804,438,-18.00180018,0.562619336,0.0001
2864,438,-12.09482342,-0.406113847,0.0001
4436,438,1,1.413686239,0.0001
357,439,42.08754209,-0.116175894,0.0001
368,439,25.69373073,-0.483504102,0.0001
4437,439,1,7.95E-05,0.0001
369,440,70.37297678,-5.38E-05,0.0001
370,440,70.37297678,-0.000109451,0.0001
1921,440,-23.29916123,-0.095683277,0.0001
2777,440,-46.59832246,-0.080541935,0.0001
2861,440,-50,-0.391447843,0.0001
2870,440,-140.7459536,-0.568026548,0.0001
4438,440,1,2.08E-05,0.0001
371,441,-24.93765586,1.504491516,0.0001
1921,441,23.29916123,-0.254191619,0.0001
2777,441,71.53597832,-0.047117911,0.0001
4439,441,1,-0.692745876,0.0001
368,442,-25.69373073,-8.09E-05,0.0001
372,442,35.97122302,-0.479623177,0.0001
373,442,50.47955578,0.000173072,0.0001
2840,442,-35.97122302,-0.115473966,0.0001
2849,442,-100.9591116,0.830975908,0.0001
4440,442,1,1.662033026,0.0001
325,443,446.4285714,-0.396261507,0.0001
334,443,50.73566717,-0.185875144,0.0001
335,443,50.73566717,-0.035567678,0.0001
374,443,13.79690949,-0.142570841,0.0001
375,443,-15.50628004,-0.032134738,0.0001
1922,443,-58.24111823,-0.471548172,0.0001
1923,443,-15.82779361,-0.033531201,0.0001
1924,443,-16.68335002,-0.13566317,0.0001
1925,443,-14.66920933,-0.053253368,0.0001
2755,443,-892.8571429,-0.046827711,0.0001
2756,443,-101.4713343,-0.416130931,0.0001
2778,443,1203.960923,-0.026142235,0.0001
2779,443,-116.4822365,-0.159017335,0.0001
2780,443,-15.82779361,-3.65E-05,0.0001
2781,443,-16.68335002,0.597144341,0.0001
2830,443,-16.66666667,-0.042397243,0.0001
2861,443,-13.79690949,-0.273975035,0.0001
2870,443,-15.50628004,-0.226268101,0.0001
4441,443,1,-0.064265419,0.0001
329,444,104.4932079,-0.115552564,0.0001
330,444,104.4932079,-0.036476069,0.0001
331,444,104.4932079,-0.178428924,0.0001
376,444,-17.28309713,-0.248391944,0.0001
1922,444,58.24111823,-0.291302866,0.0001
2778,444,-116.4822365,-0.000245549,0.0001
2779,444,447.2449574,-0.496097842,0.0001
2839,444,-17.28309713,0.000156933,0.0001
4442,444,1,5.735829195,0.0001
1923,445,15.82779361,0.000115795,0.0001
2778,445,-15.82779361,0.600205148,0.0001
2780,445,15.82779361,-0.038031486,0.0001
4443,445,1,-7.82E-06,0.0001
1924,446,16.68335002,1.015563386,0.0001
2778,446,-16.68335002,-0.656276319,0.0001
2781,446,16.68335002,-0.783470518,0.0001
4444,446,1,-0.070878168,0.0001
1925,447,14.66920933,-0.53971527,0.0001
2778,447,-14.66920933,-0.057577652,0.0001
4445,447,1,-0.219126886,0.0001
377,448,-51.30836326,0.000117048,0.0001
378,448,11.16196004,9.92E-06,0.0001
2767,448,-64.43298969,-2.12E-05,0.0001
2782,448,126.903313,0.843811929,0.0001
2858,448,-11.16196004,-0.169173803,0.0001
4446,448,1,-0.044809726,0.0001
332,449,31.38731952,-0.590248648,0.0001
333,449,31.38731952,0.199214214,0.0001
379,449,43.32755633,-0.000234217,0.0001
380,449,43.32755633,-0.02181827,0.0001
2783,449,180.8170712,-0.078940956,0.0001
2841,449,-86.65511265,0.000116154,0.0001
4447,449,1,0.507077029,0.0001
381,450,-22.84669865,-0.024398318,0.0001
382,450,19.86886549,-0.170484535,0.0001
383,450,25.03755633,-0.241148653,0.0001
1926,450,-16.6002656,3.86E-06,0.0001
1927,450,-16.6002656,-3.00E-05,0.0001
1928,450,-39.40110323,-1.43E-05,0.0001
1929,450,-45.95588235,-2.45E-05,0.0001
2784,450,277.583138,-8.48E-05,0.0001
2785,450,-33.20053121,0.074840899,0.0001
2786,450,-19.79022363,1.124979527,0.0001
2787,450,-21.48227712,-0.000100238,0.0001
2788,450,-39.40110323,-7.30E-05,0.0001
2826,450,-22.84669865,-0.741425351,0.0001
2835,450,-19.86886549,-0.021438441,0.0001
2859,450,-25.03755633,-0.086065618,0.0001
2861,450,-50,-0.139383442,0.0001
4448,450,1,-0.045530821,0.0001
291,451,66.00660066,-7.19E-05,0.0001
1926,451,16.6002656,-0.707842209,0.0001
1927,451,16.6002656,1.842054322,0.0001
2740,451,-132.0132013,1.842116128,0.0001
2784,451,-33.20053121,1.842029421,0.0001
2785,451,165.2137325,1.842013351,0.0001
4449,451,1,-0.067368249,0.0001
2784,452,-19.79022363,1.362906046,0.0001
2786,452,19.79022363,-0.212950442,0.0001
4450,452,1,-0.142332222,0.0001
2784,453,-21.48227712,2.164521929,0.0001
2787,453,21.48227712,7.58E-05,0.0001
4451,453,1,-0.066114699,0.0001
1928,454,39.40110323,-4.32E-05,0.0001
2784,454,-39.40110323,-0.000245564,0.0001
2788,454,39.40110323,-0.119380233,0.0001
4452,454,1,-0.056883379,0.0001
1929,455,45.95588235,-1.128518635,0.0001
2784,455,-45.95588235,5.78E-05,0.0001
4453,455,1,0.281381853,0.0001
345,456,24.67308167,-0.073576843,0.0001
384,456,10.42535446,-0.073402174,0.0001
2762,456,-24.67308167,-0.149354589,0.0001
2789,456,49.02795278,-0.198060507,0.0001
4454,456,1,-0.125416376,0.0001
292,457,-39.51007507,-0.046829269,0.0001
385,457,-40.60089322,-0.271420975,0.0001
2740,457,-39.51007507,-0.645522308,0.0001
2840,457,-40.60089322,-0.219860088,0.0001
4455,457,1,-0.053738929,0.0001
306,458,-53.10674456,0.000164455,0.0001
307,458,-53.10674456,1.271207755,0.0001
336,458,49.62779156,0.000167352,0.0001
337,458,49.62779156,-2.24E-05,0.0001
2747,458,-106.2134891,1.125079315,0.0001
2757,458,-99.25558313,-0.019493516,0.0001
2790,458,205.4690722,-0.245812254,0.0001
4456,458,1,-0.1042367,0.0001
386,459,14.72103636,-0.101261401,0.0001
1930,459,-1.701722143,-0.136541321,0.0001
1931,459,-4.991016171,9.42E-05,0.0001
1932,459,-7.975117633,-2.56E-05,0.0001
1933,459,-10.85187195,1.500008113,0.0001
1934,459,-5.357621216,-0.048670708,0.0001
1935,459,-3.396508389,-1.297183934,0.0001
2737,459,-10.774701,-0.728858443,0.0001
2791,459,91.82804253,0.000123313,0.0001
2792,459,-1.701722143,-0.057999711,0.0001
2793,459,-4.991016171,0.00019207,0.0001
2794,459,-7.975117633,-3.75E-05,0.0001
2795,459,-4.115903852,1.56719586,0.0001
2796,459,-10.85187195,-0.146143313,0.0001
2797,459,-5.357621216,-0.087640175,0.0001
2798,459,-3.396508389,-0.000129834,0.0001
2799,459,-4.727908846,-5.68E-05,0.0001
4457,459,1,1.35E-06,0.0001
1930,460,1.701722143,-1.28E-06,0.0001
2791,460,-1.701722143,4.27E-05,0.0001
2792,460,1.701722143,1.807572014,0.0001
4458,460,1,-0.105835204,0.0001
1931,461,4.991016171,5.88E-06,0.0001
2791,461,-4.991016171,-1.452918221,0.0001
2793,461,4.991016171,-0.080887257,0.0001
4459,461,1,-4.79E-05,0.0001
1932,462,7.975117633,-1.57E-07,0.0001
2791,462,-7.975117633,1.838834344,0.0001
2794,462,7.975117633,1.838752267,0.0001
4460,462,1,1.838828507,0.0001
